,Sentence_id,Text,Target,Category,Polarity
649,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",NULL,RESTAURANT#GENERAL,negative
650,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",NULL,RESTAURANT#PRICES,negative
651,1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Shabu-Shabu Restaurant,RESTAURANT#GENERAL,positive
652,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,FOOD#QUALITY,positive
653,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,AMBIENCE#GENERAL,positive
654,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,FOOD#QUALITY,positive
655,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,AMBIENCE#GENERAL,positive
656,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,RESTAURANT#MISCELLANEOUS,positive
657,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,RESTAURANT#MISCELLANEOUS,positive
658,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,AMBIENCE#GENERAL,positive
659,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,FOOD#STYLE_OPTIONS,negative
660,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",NULL,FOOD#QUALITY,positive
661,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",NULL,FOOD#STYLE_OPTIONS,positive
662,1486041:3,I must give it Yon out of Yon stars!,NULL,RESTAURANT#GENERAL,positive
663,1486041:4,Taxan delicious!,Taxan,FOOD#QUALITY,positive
664,1490757:1,We weren't!,NULL,RESTAURANT#GENERAL,positive
665,1490757:2,The prices were CHEAP compared to the quality of service and food.,NULL,RESTAURANT#PRICES,positive
666,1490757:2,The prices were CHEAP compared to the quality of service and food.,service,SERVICE#GENERAL,positive
667,1490757:2,The prices were CHEAP compared to the quality of service and food.,food,FOOD#QUALITY,positive
668,1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.",NULL,RESTAURANT#GENERAL,positive
669,1496205:1,The location and ambience is Ok but the food is what makes up for it.,location,LOCATION#GENERAL,neutral
670,1496205:1,The location and ambience is Ok but the food is what makes up for it.,ambience,AMBIENCE#GENERAL,neutral
671,1496205:1,The location and ambience is Ok but the food is what makes up for it.,food,FOOD#QUALITY,positive
672,1496205:2,There is a lot of variety even for people who eat vegetarian like me.,NULL,FOOD#STYLE_OPTIONS,positive
673,1496205:3,Try green curry with vegetables.,green curry with vegetables,FOOD#QUALITY,positive
674,1496205:4,"The quantity is also very good, you will come out satisfied.",quantity,FOOD#STYLE_OPTIONS,positive
675,1496205:5,"The service is ok, some of the people didn't get what they asked for.",service,SERVICE#GENERAL,neutral
676,1496707:0,I was there on sat. for my birthday and we had an excellent time.,NULL,RESTAURANT#GENERAL,positive
677,1496707:1,I had the best ravioli ever.,ravioli,FOOD#QUALITY,positive
678,1496707:2,The wine the service was very good too.,wine,DRINKS#QUALITY,positive
679,1496707:2,The wine the service was very good too.,service,SERVICE#GENERAL,positive
680,1496707:3,Moderate prices.,NULL,RESTAURANT#PRICES,neutral
681,1496707:4,A little noise but I think that was because of our party!,NULL,AMBIENCE#GENERAL,neutral
682,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,AMBIENCE#GENERAL,positive
683,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,RESTAURANT#GENERAL,positive
684,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,FOOD#QUALITY,positive
685,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,FOOD#QUALITY,positive
686,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,FOOD#QUALITY,positive
687,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,FOOD#QUALITY,positive
688,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,FOOD#QUALITY,positive
689,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,FOOD#QUALITY,positive
690,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,AMBIENCE#GENERAL,positive
691,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food,FOOD#QUALITY,positive
692,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,SERVICE#GENERAL,positive
693,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,AMBIENCE#GENERAL,negative
694,1500453:5,A guaranteeed delight!,NULL,RESTAURANT#GENERAL,positive
695,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,FOOD#QUALITY,positive
696,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,DRINKS#QUALITY,positive
697,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,FOOD#PRICES,positive
698,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,DRINKS#PRICES,positive
699,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",marinara/arrabiatta sauce,FOOD#QUALITY,positive
700,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",mozzarella en Carozza,FOOD#QUALITY,positive
701,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",NULL,FOOD#QUALITY,positive
702,1506491:2,Check out the secret back room.,back room,AMBIENCE#GENERAL,positive
703,1506491:4,I pray it stays open forever.,NULL,RESTAURANT#GENERAL,positive
704,1506491:5,Thank You Emilio.,Emilio,RESTAURANT#GENERAL,positive
705,1538149:0,"I found the food, service and value exceptional everytime I have been there.",food,FOOD#QUALITY,positive
706,1538149:0,"I found the food, service and value exceptional everytime I have been there.",service,SERVICE#GENERAL,positive
707,1538149:0,"I found the food, service and value exceptional everytime I have been there.",NULL,RESTAURANT#PRICES,positive
708,1538149:1,The food was authentic.,food,FOOD#QUALITY,positive
709,1538149:2,I felt as though I were eating in Paris.,NULL,FOOD#QUALITY,positive
710,1538149:3,The service was excellent - friendly and attentive.,service,SERVICE#GENERAL,positive
711,1538149:4,The prices are wonderfully low.,NULL,RESTAURANT#PRICES,positive
712,1538149:5,Very good wine choices.,wine choices,DRINKS#STYLE_OPTIONS,positive
713,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,pizza,FOOD#QUALITY,positive
714,1543345:2,Get the pepperoni - YUM - and a family style salad.,pepperoni,FOOD#QUALITY,positive
715,1543345:2,Get the pepperoni - YUM - and a family style salad.,family style salad,FOOD#QUALITY,positive
716,1543345:3,Great staff.,staff,SERVICE#GENERAL,positive
717,1543345:4,Always great service!,service,SERVICE#GENERAL,positive
718,1543345:5,I go twice a month!,NULL,RESTAURANT#GENERAL,positive
719,1543345:6,Fantastic!,NULL,RESTAURANT#GENERAL,positive
720,1561259:0,"The food is good, I can't lie.",food,FOOD#QUALITY,positive
721,1561259:1,But the staff was so horrible to us.,staff,SERVICE#GENERAL,negative
722,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess,SERVICE#GENERAL,negative
723,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,waitress,SERVICE#GENERAL,negative
724,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,SERVICE#GENERAL,negative
725,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",place,RESTAURANT#PRICES,negative
726,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",food,FOOD#QUALITY,positive
727,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",service,SERVICE#GENERAL,negative
728,1561259:5,Save yourself the time and trouble and skip this one!,NULL,RESTAURANT#GENERAL,negative
729,1572027:1,Amma is nothing special.,Amma,RESTAURANT#GENERAL,neutral
730,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,dishes,FOOD#QUALITY,negative
731,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,dishes,FOOD#PRICES,negative
732,1572027:4,Will not be back.,NULL,RESTAURANT#GENERAL,negative
733,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes,FOOD#QUALITY,negative
734,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",non-veg selections,FOOD#QUALITY,positive
735,1572033:1,Decor is nice though service can be spotty.,Decor,AMBIENCE#GENERAL,positive
736,1572033:1,Decor is nice though service can be spotty.,service,SERVICE#GENERAL,negative
737,1572033:2,This place is always packed.,place,AMBIENCE#GENERAL,neutral
738,1572033:4,"Most importantly, food is excellent.",food,FOOD#QUALITY,positive
739,1572033:5,Try the sea bass.,sea bass,FOOD#QUALITY,positive
740,1572033:6,Highly recommended.,NULL,RESTAURANT#GENERAL,positive
741,1573534:0,First of all Dal Bukhara Rocks.,Dal Bukhara,FOOD#QUALITY,positive
742,1573534:3,I am happy i did the food was awsome.,food,FOOD#QUALITY,positive
743,1573534:4,JUST AWSOME.,NULL,FOOD#QUALITY,positive
744,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,FOOD#QUALITY,positive
745,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,FOOD#QUALITY,positive
746,1573534:7,but overall i give it a 10,NULL,RESTAURANT#GENERAL,positive
747,1573534:8,10,NULL,RESTAURANT#GENERAL,positive
748,1577714:1,Haru on Park S is simply disgusting.,Haru on Park S,RESTAURANT#GENERAL,negative
749,1577714:2,The fish was not fresh and the rice tasted old and stale.,fish,FOOD#QUALITY,negative
750,1577714:2,The fish was not fresh and the rice tasted old and stale.,rice,FOOD#QUALITY,negative
751,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",sushi,FOOD#QUALITY,negative
752,1577714:4,Will never be back.,NULL,RESTAURANT#GENERAL,negative
753,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,sushi,FOOD#QUALITY,negative
754,1586174:2,not sure why this restaurant would be rated that highly.,restaurant,RESTAURANT#GENERAL,negative
755,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi,FOOD#QUALITY,negative
756,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",menu,FOOD#STYLE_OPTIONS,negative
757,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",ingredients,FOOD#QUALITY,negative
758,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",fish,FOOD#STYLE_OPTIONS,negative
759,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",rice,FOOD#STYLE_OPTIONS,negative
760,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",soy sauce,FOOD#QUALITY,negative
